Price,Ubication,Total_Area_m^2,Built_Area_m^2,Bedrooms,Bathrooms,Parking,Neighborhood
5500000,Juriquilla,180,294,3,4,2,JURIQUILLA
13600000,"Juriquilla, Queretaro, Queretaro",315,350,3,3,3,JURIQUILLA
2490000,El Marques Queretano,128,178,3,3,2,EL MARQUES QUERETANO
2850000,Jurica,160,94,2,2,3,JURICA
2850000,Residencial El Refugio,160,95,2,2,3,EL REFUGIO
3300000,Alamos 2a Secc,120,130,3,2,2,ALAMOS 2
4480000,"Fracc. Sonterra, Queretaro, Queretaro",206,205,3,3,3,SONTERRA
2850000,"Fracc. Sonterra, Queretaro, Queretaro",142,141,3,2,2,SONTERRA
5600000,"Juriquilla, Queretaro, Queretaro",250,313,3,3,2,JURIQUILLA
1990000,"Fracc. Sonterra, Queretaro, Queretaro",110,150,3,2,2,SONTERRA
2830000,Ciudad del Sol,112,145,3,2,2,CIUDAD DEL SOL
3300000,"C. Fuerte De Navidad 1 - 300, Santiago",170,95,2,2,2,SANTIAGO
2250000,Valle de Juriquilla,174,120,3,2,1,VALLE DE JURIQUILLA
1540000,"Juriquilla, Juriquilla Santa Fe",116,116,3,3,1,SANTA FE
351000,Paseos Del Pedregal,80,65,1,1,1,PASEOS DEL PEDREGAL
4350000,"Juriquilla, Queretaro, Queretaro",180,205,3,2,3,JURIQUILLA
2890000,Centro,182,178,3,2,1,CENTRO
2750000,"Juriquilla, Queretaro, Queretaro",291.18,91.69,0,1,2,JURIQUILLA
2450000,"Fracc. Sonterra, Queretaro, Queretaro",150,177,3,3,2,SONTERRA
3500000,Residencial El Refugio,190,0,3,2,3,EL REFUGIO
2150000,Jurica,104,122,3,2,2,JURICA
3000000,Juriquilla Santa Fe,163,170,3,2,3,SANTA FE
1800000,"Rincon Campestre  Sn, Rincon Campestre de Queretaro",78,94,3,3,2,QUERETARO
2200000,Juriquilla Santa Fe,128,73,2,2,2,SANTA FE
7250000,"Juriquilla, Queretaro, Queretaro",150,194,3,3,2,JURIQUILLA
1800000,Cimatario,150,184,3,4,3,CIMATARIO
3200000,San Miguel,96,96,3,2,2,SAN MIGUEL
2900000,"Av. Mallorca 261, Santiago",180,200,4,3,2,SANTIAGO
350000,"El Pueblito, Centro",162,222,3,3,3,CENTRO
573000,Villas Del Meson,60,65,2,1,1,VILLAS DEL MESON
713000,Lomas de Juriquilla,90,60,2,1,1,LOMAS DE JURIQUILLA
990000,"Real De Juriquilla, Queretaro, Queretaro",108,37,2,1,1,REAL DE JURIQUILLA
2821000,"Juriquilla, Queretaro, Queretaro",145,145,3,2,1,JURIQUILLA
11300000,Balcones De Juriquilla,342,342,4,2,2,JURIQUILLA
6450000,", Centro",250,231,3,3,3,CENTRO
3500000,"Casa En Venta En Juriquilla Campestre, Real De Juriquilla (Diamante), Queretaro, Queretaro",305,290,3,3,3,REAL DE JURIQUILLA (DIAMANTE)
8400000,"Circuito Club Campestre, Club Campestre De Queretaro",149,190,3,2,2,CLUB CAMPESTRE
980000,"Real De Juriquilla, Queretaro, Queretaro",354,0,4,3,0,REAL DE JURIQUILLA
1136031,"Av. Vista Hermosa 1120, Rancho Bellavista, , Bellavista",110,180,3,2,2,VISTA HERMOSA
5550000,"Campanario, El Campanario",95,95,3,2,1,EL CAMPANARIO
18000000,"Villas Del Meson, Juriquilla",368,0,3,2,2,VILLAS DEL MESON
4100000,"Casa En Venta En Mision Conca, Mision De Conca",808,552,4,4,0,MISION DE CONCA
510000,"Campanario Norte, El Campanario",247,207,3,3,3,EL CAMPANARIO
52500000,"Blvrd De Los Gobernadores 1002, Villas Del Cimatario, Monte Blanco Iii, , Villas Del Cimatario",140,140,2,2,2,VILLAS DEL CIMATARIO
11000000,"Arroyo La Estancia, 112, Juriquilla",420,0,3,3,3,JURIQUILLA
2556000,"Prol Hacienda La Venta 3, Valle De Los Olivos, San Jose De Los Olvera, San Jose",270,333,4,5,3,SAN JOSE
14500000,"Av Trenistas 441, San Antonio De La Punta",143,200,4,2,2,SAN ANTONIO DE LA PUNTA
975000,"Puebla 8, Obrera",126,0,3,2,2,OBRERA
14400000,"Prudencia Griffel 205, La Joya",100,109,3,3,2,LA JOYA
14500000,"Portal De Samaniego 501, Jardines De Santiago",880,509,4,5,4,JARDINES DE SANTIAGO
3300000,El Campanario,539,515,4,4,4,EL CAMPANARIO
3300000,"Avenida Parque Santiago, Parque Santiago",375,389,4,4,3,PARQUE SANTIAGO
550000,El Campanario,90,62,2,1,1,EL CAMPANARIO
1850000,Milenio III,198,119,3,2,1,MILENIO III
4095000,"Blvd. Hacienda La Gloria 1201, Hacienda de la Gloria",192,198,3,2,2,LA GLORIA
1034000,"Casa En Venta En Mision Conca, Mision De Conca",150,123,4,2,2,MISION DE CONCA
9865000,"Casa En Venta En Valle Tinto En Corregidora, Colinas Del Bosque I",420,0,4,5,3,EL BOSQUE
5400000,"Casa En Venta En Gran Reserva Preserve, Juriquilla, Real De Juriquilla (Diamante), Queretaro, Queretaro",340,0,4,4,2,REAL DE JURIQUILLA (DIAMANTE)
3300000,"Cumbres Del Lago, Cumbres Del Lago, Queretaro, Queretaro",146,0,3,2,2,CUMBRES DEL LAGO
5677600,Casa En Venta En Lomas Del Campanario En Condominio San Lorenzo,327,389,4,4,2,EL CAMPANARIO
12990000,"Prudencia Grifel 716, Santiago",389,0,4,4,3,SANTIAGO
672371,Cumbres del Cimatario,124,230,3,2,2,CIMATARIO
16800000,Lomas Del Marques,299,840,5,7,8,LOMAS DEL MARQUES
2100000,"Agustin Lara 122, La Joya",160,113,3,2,2,LA JOYA
1414639,La Vista Residencial,112,112,3,2,2,LA VISTA RESIDENCIAL
4940000,Tlacote El Bajo,180,215,3,3,2,TLACOTE EL BAJO
1250000,"El Parque, , Santiago",123,123,3,3,2,EL PARQUE
580000,", Centro Sct Queretaro",90,62,2,1,1,CENTRO SCT QUERETARO
1528800,Lomas de Juriquilla,110,130,3,1,1,LOMAS DE JURIQUILLA
12000000,Loma Juriquilla,580,310,3,4,3,LOMA JURIQUILLA
3200000,"Paseos Del Marques, El Marques Queretano",251,269,3,4,2,EL MARQUES QUERETANO
820000,"Avenida De La Cantera, Santiago",156,87,3,2,1,LA CANTERA
990000,", El Marques",95,105,3,1,2,EL MARQUES
1412750,"Av. Sakurajima 3081-int 67, Eduardo Loarca Castillo",256,220,3,2,1,EDUARDO LOARCA CASTILLO
780000,"Cumbres Del Lago, Queretaro, Queretaro",45,60,2,1,1,CUMBRES DEL LAGO
5500000,Paseos Del Pedregal,176,244,3,2,2,PASEOS DEL PEDREGAL
7280100,", Centro",200,280,3,3,3,CENTRO
550000,El Refugio Residencial,70,70,2,1,2,EL REFUGIO
5231000,"Casa Nueva En Venta En Colinas De Juriquilla, Excelentes Espacios Y Doble Altura",184,232,3,4,2,JURIQUILLA
5700000,"Av Campanario, El Campanario",285,285,3,3,4,EL CAMPANARIO
11400000,", Centro",315,350,3,1,0,CENTRO
576715,Fray Junipero Serra,80,80,2,1,1,FRAY JUNIPERO SERRA
3300000,"Sta Monica 2da Secc, , Santa Monica",323,272,3,5,3,SANTA MONICA
929000,"Casa En Venta En Los Robles Juriquilla, En San Isidro Juriquilla (roble), Queretaro, Queretaro",150,150,4,3,2,SAN ISIDRO JURIQUILLA
3050000,"Casa  Nueva En Venta En Grand Juriquilla, Queretaro, Queretaro",133,0,3,2,2,JURIQUILLA
4190000,"Casa Nueva En Venta En Grand Juriquillla, Queretaro, Queretaro",213,0,3,3,2,QUERETARO
4150000,"Hidalgo, Centro",235,0,3,3,2,HIDALGO
22000000,"San Francisco, Juriquilla",669,751,5,4,7,SAN FRANCISCO
14500000,"Lomas De Juriquilla, Juriquilla",774,607,5,5,0,LOMAS DE JURIQUILLA
8850000,"Hacienda Balvanera, Juriquilla",250,479,4,4,0,JURIQUILLA
5600000,", Centro",450,297,3,2,2,CENTRO
420338,Paseos Del Pedregal,120,120,2,2,1,PASEOS DEL PEDREGAL
3300000,Casa En Venta En Cumbres Del Cimatario,200,280,3,4,3,CIMATARIO
6500000,El Campanario,250,0,3,3,3,EL CAMPANARIO
12750000,"Campanario De Lourdes, El Campanario",316,358,4,4,3,EL CAMPANARIO
11400000,"Venta Del Refugio, Residencial El Refugio",280,325,4,5,0,EL REFUGIO
3580000,"Cumbres Del Lago, Juriquilla, Queretaro, Queretaro",130,217,3,2,0,JURIQUILLA
5950000,"La Reserva Frente Santa Fe Juriquilla, Juriquilla",280,255,3,4,0,SANTA FE
5730000,"Casa En Venta En Biogrand Juriquilla, ""oportunidad"", Queretaro, Queretaro",180,270,3,3,0,JURIQUILLA
3550000,"Casa Nueva En Venta En Biogrand Juriquilla (preparacion Para Roof Garden), Queretaro, Queretaro",191,0,3,2,2,JURIQUILLA
3790000,Venta Casa Santillana Queretaro,198,0,3,2,2,QUERETARO
5900000,"Real De Juriquilla, Juriquilla, Queretaro, Queretaro",277,277,3,3,2,REAL DE JURIQUILLA
2990000,"La Reserva, Juriquilla",106,145,3,2,0,JURIQUILLA
6990000,"Montes Blancos, Juriquilla",206,326,4,4,0,JURIQUILLA
3180000,", Centro",126,159,3,2,0,CENTRO
510000,Mision de San Jeronimo,140,140,2,2,1,MISION DE SAN JERONIMO
11800000,"Priv. Sta. Anita, San Antonio De La Punta, , Rinconada Los Pirules",377,377,3,2,3,SAN ANTONIO DE LA PUNTA
550000,El Campanario,150,150,3,1,2,EL CAMPANARIO
11399000,El Campanario,270,330,3,4,2,EL CAMPANARIO
32500000,"Juriquilla, Queretaro, Queretaro",745,704,4,4,3,JURIQUILLA
7200000,Casa En Venta En La Vista Residencial (preventa),270,376,4,4,3,LA VISTA RESIDENCIAL
10790000,"Av. Santa Fe, Juriquilla Santa Fe",370,0,4,4,3,SANTA FE
4460000,"Av. Vista Hermosa 1120, Rancho Bellavista, , Bellavista",200,211,3,3,0,VISTA HERMOSA
510000,", Centro",140,140,2,2,2,CENTRO
521200,"Calz. De Belen, San Jose El Alto, Jardines De Santiago",143,143,3,2,2,SAN JOSE EL ALTO
576715,Paseos Del Pedregal,80,80,2,1,1,PASEOS DEL PEDREGAL
6150000,"Casa En Venta En La Vista Residencial En Condominio Benevento, La Vista Residencial",232,197,3,3,3,LA VISTA RESIDENCIAL
4950000,"Cumbres Del Lago, Queretaro, Queretaro",215,0,3,3,2,CUMBRES DEL LAGO
10800000,"Casa En Venta En Lomas De Juriquilla, Roofgarden, Lomas de Juriquilla",286,330,4,4,3,LOMAS DE JURIQUILLA
6000000,Venta Hermosa Casa En Altozano Queretaro 85%,250,0,5,5,3,ALTOZANO
6200000,"Anillo Vial Fray Junipero Serra, Altozano el Nuevo Queretaro",275,275,4,4,2,FRAY JUNIPERO SERRA
4590000,Residencial El Refugio,129,186,3,4,2,EL REFUGIO
11150000,El Campanario,270,352,3,4,3,EL CAMPANARIO
10690000,Paseos Del Pedregal,300,392,4,4,4,PASEOS DEL PEDREGAL
6890000,Juriquilla,205,301,3,4,2,JURIQUILLA
8900000,La Vista Residencial,250,350,3,3,3,LA VISTA RESIDENCIAL
7920850,El Campanario,236,245,3,4,3,EL CAMPANARIO
7900000,Paseos Del Pedregal,250,410,4,5,3,PASEOS DEL PEDREGAL
12950000,Paseos Del Pedregal,375,389,3,5,3,PASEOS DEL PEDREGAL
9750000,Juriquilla,250,342,4,5,2,JURIQUILLA
16150000,Paseos Del Pedregal,479,403,4,5,3,PASEOS DEL PEDREGAL
5890000,Constituyentes,225,320,3,5,3,CONSTITUYENTES
7290000,"C. Arroyo Casa Blanca 192, 76230 Juriquilla, Qro., Mexico, Juriquilla Santa Fe",200,245,3,4,3,SANTA FE
4650000,La Vista Residencial,238,323,4,2,3,LA VISTA RESIDENCIAL
17900000,El Campanario,783,600,3,4,3,EL CAMPANARIO
5600000,El Campanario,170,254,4,4,3,EL CAMPANARIO
28500000,Paseos Del Pedregal,881,634,5,3,7,PASEOS DEL PEDREGAL
5800000,La Vista Residencial,150,280,3,4,2,LA VISTA RESIDENCIAL
6790000,Balcones De Juriquilla,205,265,4,4,3,JURIQUILLA
6300000,La Condesa,186,290,5,5,3,LA CONDESA
5720000,Jurica,255,248,4,4,3,JURICA
3300000,Casa En Venta En Loma Dorada,140,178,3,4,2,LOMA DORADA
4900000,"Sendero De Paz 10-0, Milenio Iii, , Milenio III",350,0,3,3,2,MILENIO III
3890000,Cumbres del Cimatario,125,180,3,3,2,CIMATARIO
5800000,Lomas de Juriquilla,326,410,5,5,4,LOMAS DE JURIQUILLA
383181,Club Campestre De Queretaro,306,250,4,3,1,CLUB CAMPESTRE
1510000,Loma Dorada,523,523,4,4,2,LOMA DORADA
3250000,"De Los Ciruelos, San Isidro El Alto",136,166,4,3,2,SAN ISIDRO EL ALTO
3300000,"Circuito Pizarra 622, San Isidro Juriquilla, Queretaro, Queretaro",945,340,5,3,2,SAN ISIDRO JURIQUILLA
1850000,Juriquilla,198.58,119.73,3,2,1,JURIQUILLA
7068750,Paseos Del Pedregal,172,325,3,3,2,PASEOS DEL PEDREGAL
4400000,"P.º De La Garza 69, Santa Fe",322,216,3,2,4,SANTA FE
2550000,Campestre Italiana,117,166,3,2,2,CAMPESTRE ITALIANA
5400000,"Loma Dorada, Queretaro, Mexico, Loma Dorada",395,338,4,3,4,LOMA DORADA
11500000,Lomas de Juriquilla,375,512,4,5,3,LOMAS DE JURIQUILLA
5990000,"Campanario, El Campanario",251,305,4,4,3,EL CAMPANARIO
14900000,"Cumbres Del Lago, Queretaro, Queretaro",800,450,5,5,7,CUMBRES DEL LAGO
9100000,Residencial El Refugio,302,463,4,4,3,EL REFUGIO
3385000,Corregidora,125,175,4,5,2,CORREGIDORA
3200000,Milenio III,132,161,4,3,0,MILENIO III
4750000,Loma Dorada,162,212,3,4,0,LOMA DORADA
25000000,"Juriquilla, Queretaro, Queretaro",450,450,3,3,6,JURIQUILLA
2835000,Cumbres Del Lago,146,143,3,2,2,CUMBRES DEL LAGO
8440000,Juriquilla,315,440,3,5,4,JURIQUILLA
5800000,Paseos Del Pedregal,225,0,3,4,0,PASEOS DEL PEDREGAL
12950000,Loma Dorada,272,409,4,4,3,LOMA DORADA
12800000,"Av. La Rica, Juriquilla",590,360,5,4,4,JURIQUILLA
5950000,El Campanario,280,254,3,4,0,EL CAMPANARIO
1350000,"Queretaro, Queretaro",110,58,2,1,2,QUERETARO
1312167,Bosques Del Acueducto,110,180,3,2,2,BOSQUES DEL ACUEDUCTO
1550000,"Residencial La Vista, La Vista Residencial",133,87,2,3,2,LA VISTA RESIDENCIAL
10700000,"Sonterra Residencial, Queretaro, Queretaro",408,535,4,4,4,SONTERRA
945000,El Nuevo Refugio,280,280,4,3,2,EL REFUGIO
6000000,"Prudencia Griffel, La Joya",250,243.02,5,5,0,LA JOYA
5200000,"Lago Patzcuaro 712, Cumbres Del Lago",180,215,3,3,2,CUMBRES DEL LAGO
1900000,Balcones Del Acueducto,153,111,3,2,0,BALCONES DEL ACUEDUCTO
5450000,Villas Del Meson,183,203,4,3,2,VILLAS DEL MESON
1199000,"Av. Los Portones 1027, Valle de Juriquilla",114,179,3,2,1,VALLE DE JURIQUILLA
3400000,"Residencial La Vista, La Vista Residencial",317,305,4,3,2,LA VISTA RESIDENCIAL
8000000,"Juriquilla, Queretaro, Queretaro",325,355,4,5,3,JURIQUILLA
5730000,"Cumbres Del Lago, Queretaro, Queretaro",180,260,3,3,3,CUMBRES DEL LAGO
4800000,Juriquilla,145,197,4,4,2,JURIQUILLA
2917200,Juriquilla,144,213,3,2,2,JURIQUILLA
2550000,"Juriquilla, Queretaro, Queretaro",108,113,3,2,2,JURIQUILLA
10240000,El Campanario,566.4,300.57,3,4,0,EL CAMPANARIO
3000000,"De Botina 155, Plazas del Sol 2a Seccion",207,110,2,2,2,PLAZAS DEL SOL 2A SECCION
2450000,"Mision De Capistrano 203, Juriquilla",110,115,3,2,2,JURIQUILLA
3300000,"Av. Cardenal 12801, El Refugio Residencial",82,62,2,1,1,EL REFUGIO
838600,"Monte Pissis 1 - 300, Juriquilla",360,360,4,4,3,JURIQUILLA
10240000,"Granito 3200, Paseos Del Pedregal",566,300,3,4,6,PASEOS DEL PEDREGAL
4990000,"Peñuelas 1515, El Refugio Residencial",219.41,219.41,3,2,2,EL REFUGIO
4990000,Residencial El Refugio,154,183,3,3,2,EL REFUGIO
4990000,"Juriquilla, Queretaro, Queretaro",200,200,3,4,2,JURIQUILLA
695000,"Av. Euripides 1635, El Refugio, 76146 , Qro., Mexico, El Refugio Residencial",100,100,3,2,1,EL REFUGIO
4590000,Club Campestre,186,186,3,4,3,CLUB CAMPESTRE
3580000,"C. Lago Zumpango 191, Cumbres Del Lago, Juriquilla, Juriquilla, Queretaro, Queretaro",130,217,4,4,2,JURIQUILLA
3500000,Mision de San Jeronimo,160,240,4,4,2,MISION DE SAN JERONIMO
2747400,Altozano el Nuevo Queretaro,125,114,3,2,1,ALTOZANO
10950000,"Av Sta Catarina, Villas Del Meson",600,600,4,5,4,VILLAS DEL MESON
7806700,Residencial El Refugio,385,326,5,4,4,EL REFUGIO
8500000,"Boulevard Hacienda La Gloria, Hacienda El Campanario",305,450,4,5,3,LA GLORIA
5175000,Corregidora,180,242,4,4,2,CORREGIDORA
3600000,"Real De Juriquilla, Queretaro, Queretaro",140,151,3,0,2,REAL DE JURIQUILLA
3300000,Club Campestre,120,120,2,1,1,CLUB CAMPESTRE
2600000,"Av Cumbres De Juriquilla, Cumbres Del Lago, , Altavista Juriquilla",120,115,3,2,2,JURIQUILLA
4289600,Juriquilla Privada,190,250,3,4,3,JURIQUILLA PRIVADA
6000000,"Lago De Chapala 132, Cumbres Del Lago, Juriquilla, Cumbres Del Lago",300,1,4,3,2,JURIQUILLA
849000,"Cordillera De Los Andes 2088, 76116 , Qro., Mexico, La Loma",327,327,3,3,2,LA LOMA
1283400,"Juriquilla, Juriquilla",96,96,2,2,2,JURIQUILLA
730000,"Fraccionamiento San Jeronimo, Mision de San Jeronimo",145,200,4,2,1,MISION DE SAN JERONIMO
805000,"Bosque España, Colinas Del Bosque Ii, Filosofal, El Pueblito, Colinas Del Bosque II",700,700,4,3,3,ESPAÑA
1200000,"Av. Vista Alegre 2120, El Arco",173,280,3,2,2,VISTA ALEGRE
3600000,"Calle Vicente Guerrero 91, Centro",600,557,4,2,4,CENTRO
3300000,"Casa En Venta, Sonterra  (vg), Queretaro, Queretaro",119,109,3,2,1,SONTERRA
640000,"Primera De Fresnos, Jurica",110,180,3,2,2,JURICA
1600000,"Sonterra Residencial, Queretaro, Queretaro",146,0,3,1,2,SONTERRA
1216000,"Bosque España, Colinas Del Bosque II",300,250,3,2,3,ESPAÑA
1680000,"Angeles 39, Candiles",78,94.7,3,3,0,ANGELES
1869000,"Cerro De Acasulco 107, Colinas Del Cimatario",600,556,4,2,4,COLINAS DEL CIMATARIO
800000,"Av. Puerta Verona 3001, Viñedos",90,110,3,2,2,VIÑEDOS
730000,"Galindo, Felipe Carrillo Puerto",395,260,4,4,3,FELIPE CARRILLO PUERTO
1700000,"Hacienda De Chichimequillas 217, Real De Juriquilla",110,75,2,1,1,REAL DE JURIQUILLA
3300000,"La Joya, La Joya, Queretaro, Queretaro",180,180,4,2,1,LA JOYA
977400,"Hacienda De Balvanera, 76226 El Salitre, Qro., Mexico, Villas Del Meson",430,430,6,5,4,VILLAS DEL MESON
990101,"Avenida Bellavista, Rancho Bellavista",130,230,3,2,2,RANCHO BELLAVISTA
5381200,"Palma Datilera El Salitre, 76127 , Qro., Mexico, Palmares",120,160,3,3,2,PALMARES
978000,"Don Baltazar 24, Colinas De Menchaca",450,330,4,4,4,COLINAS DE MENCHACA
725000,Cerrito Colorado,151,188,4,5,2,CERRITO COLORADO
3300000,"Marques De La Villa Del Villar Del Aguila 1961, Centro Sur, , Santiago",62,90,2,1,1,CENTRO SUR
1575000,Juriquilla Santa Fe,100,120,3,1,1,SANTA FE
3250000,"C. Maciso Tibesti 300 - 600, Mision de Carrillo",175,200,3,2,2,MISION DE CARRILLO
833000,"Ibiza, Bosques Del Acueducto",128,128,3,3,0,BOSQUES DEL ACUEDUCTO
5676800,Vista Hermosa,80,140,3,2,1,VISTA HERMOSA
5600000,Residencial El Refugio,232,336,3,3,2,EL REFUGIO
4100000,"Avenida Equinoccio, Puerta Del Sol II",335,338,6,11,2,PUERTA DEL SOL II
3400000,"Portal De San Marcos 527, Villas De Santiago",300,179,2,2,3,VILLAS DE SANTIAGO
710100,"Cto. Balcones, Manzanares, El Salitre, Balcones De Juriquilla",245,151,3,2,2,JURIQUILLA
3300000,"Av. Puerta Verona 4031-int 70, Viñedos",100,80,2,1,1,VIÑEDOS
1930000,"Residencial La Vista, La Vista Residencial",200,180,4,2,1,LA VISTA RESIDENCIAL
722000,"Cerro Prta Del Cielo 11, Cimatario",110,97,3,1,1,CIMATARIO
4100000,"Av Senda Magica 73, Milenio III",107,107,3,2,1,MILENIO III
1226295,Paseos Del Pedregal,145,151,3,3,2,PASEOS DEL PEDREGAL
1415000,"Cumbres Del Lago, Queretaro, Queretaro",100,100,3,2,1,CUMBRES DEL LAGO
7280000,"Av. Mirador De Las Ranas 1 - 300, , Qro., Mexico, Santiago",200,260,4,3,2,SANTIAGO
6200000,"Fracc. Sonterra, Queretaro, Queretaro",200,270,3,3,3,SONTERRA
1350000,El Salitre,456,479,3,3,0,EL SALITRE
3300000,"Av. Palma Cocotera 2040, Palmares, 76127 , Qro., Mexico, Palmares",123,123,3,1,2,PALMARES
2380000,"Cda. Villa Del Villar Del Aguila 1032, Hacienda El Campanario",129,83,3,2,2,EL CAMPANARIO
5127803,"Remedios Varo, Las Azucenas, , Las Azucenas",108,109,3,2,0,LAS AZUCENAS
3480000,"San Miguel, , Santiago",141,189,4,5,2,SAN MIGUEL
351000,Mision De Conca,88,203,3,3,1,MISION DE CONCA
1050000,"Cerro Pie De Gallo 112, Manzanares, Santa Rosa Jauregui, Santa Rosa De Jauregui",60,60,2,1,1,SANTA ROSA DE JAUREGUI
8900000,"De Botina, Plazas Del Sol 2da Secc, , Santiago",90,90,3,2,1,SANTIAGO
1110000,"Sta. Elena 710, Sta Monica 2da Secc, , Santa Monica 2a Secc.",358,343,3,5,0,SANTA MONICA 2A SECC
951300,"Hacienda Montenegro 113, Villas Del Meson, Juriquilla, Queretaro, Mexico, Villas Del Meson",360,360,5,4,3,VILLAS DEL MESON
376528,"Tzeltales 299, Cerrito Colorado, , Cerrito Colorado",120,80,2,2,1,CERRITO COLORADO
867000,"Av De Monte Sacro 2100 - 2400, El Vergel, , El Vergel",120,90,3,2,2,EL VERGEL
964600,"C. Plateros, San Pedrito Peñuelas I, , Peñuelas",260,280,3,2,2,SAN PEDRITO PEÑUELAS I
1850000,"Circuito Pizarra 600 - 900, Juriquilla, Queretaro, Queretaro",198,120,3,2,2,JURIQUILLA
951300,"Sta. Elena 710, Sta Monica 2da Secc, , Santa Monica 2a Secc.",150,150,3,3,2,SANTA MONICA 2A SECC
1120000,"Av Fray Luis De Leon, Colinas Del Cimatario, , Colinas Del Cimatario",130,130,3,2,2,COLINAS DEL CIMATARIO
1369000,"Calle Del, Rancho Largo 115, Villas Del Meson, Juriquilla, Villas Del Meson",460,460,3,2,3,VILLAS DEL MESON
1120000,"Av Fray Luis De Leon, Colinas Del Cimatario",130,130,3,1,2,COLINAS DEL CIMATARIO
659202,"Areca 128, Los Robles, , Los Robles",80,70,2,2,1,LOS ROBLES
761000,"Senda Del Rocio, Milenio Iii, , Milenio III Fase A",140,200,4,2,2,MILENIO III
1701770,"Barroco 9, Mision Mariana Ii, Candiles, Corregidora",90,90,3,2,2,CORREGIDORA
1850000,"Circuito Pizarra 622, San Isidro Juriquilla, Queretaro, Queretaro",198,119,3,3,2,SAN ISIDRO JURIQUILLA
1080000,"P.º Sicilia 11, , Corregidora",158,240,3,1,2,CORREGIDORA
830000,"Ing. Manuel Herrera 16, San Javier, , San Javier",220,220,4,2,2,SAN JAVIER
1964802,"Av. De La Aurora 205, , El Angel",60,100,3,2,1,LA AURORA
521991,"Cordillera De Los Andes, Colinas Del Poniente, , San Pedro Martir",100,75,2,1,1,SAN PEDRO MARTIR
978000,"Av. Agustin Gonzalez Medina 4890, , Eduardo Loarca Castillo",120,100,3,2,1,EDUARDO LOARCA CASTILLO
1390000,"Punta Nte., , Santiago",75,100,3,2,2,SANTIAGO
1960000,"Camino A Tlacote, Ciudad del Sol",90,95,3,2,2,CIUDAD DEL SOL
857000,"Paseos Del Marques, Paseos Del Marques, El Marques",90,110,2,2,1,EL MARQUES
978000,"Av. Agustin Gonzalez Medina 4890, , Eduardo Loarca Castillo",100,120,3,2,1,EDUARDO LOARCA CASTILLO
7500000,Cumbres Del Lago,270,364,4,5,2,CUMBRES DEL LAGO
3100000,"Cumbres Del Lago, Queretaro, Queretaro",148,138,3,2,0,CUMBRES DEL LAGO
1320000,"C. Acueducto De Zacatecas, Jurica Acueducto, Juriquilla, Jurica Acueducto",112,212,3,2,2,JURIQUILLA
3450000,El Campanario,153,153,3,0,2,EL CAMPANARIO
8300000,El Campanario,260,287,3,4,3,EL CAMPANARIO
11000000,"Valle De Juriquilla, Juriquilla Santa Fe",859,0,4,5,3,VALLE DE JURIQUILLA
6290000,"Milenio Iii, Otros",190,250,3,5,2,MILENIO III
27750000,"El Campanario, El Campanario",830,647,4,4,5,EL CAMPANARIO
8990000,"Cumbres Del Lago, Cumbres Del Lago, Queretaro, Queretaro",275,284,3,4,3,CUMBRES DEL LAGO
