Price,Ubication,Total_Area_m^2,Built_Area_m^2,Bedrooms,Bathrooms,Parking,Neighborhood
761000,"Santa Fe Juriquilla, Juriquilla Santa Fe",151,151,3,2,2,SANTA FE
15700000,"Altozano, Altozano el Nuevo Queretaro",945,415.19,4,4,3,ALTOZANO
3980000,"Altozano Cumbre, San Pedrito El Alto, Queretaro, Queretaro",276.2,226.69,3,2,2,SAN PEDRITO EL ALTO
4550000,"Mision Conca, Mision De Conca",196.91,294.51,3,3,3,MISION DE CONCA
13400000,La Joya,372,436,3,3,3,LA JOYA
6000000,Milenio III,265.5,357,3,4,2,MILENIO III
3250000,El Campanario,126,142,3,2,2,EL CAMPANARIO
19500000,"Condesa Amealco, 1309, Juriquilla",608,435,3,3,0,JURIQUILLA
7290000,"Casa En  Venta 3 Recamaras, Zakia, Circuito Universidades Queretaro, Quer.",200,245,3,3,0,UNIVERSIDAD
7590000,Juriquilla,200,280,3,3,0,JURIQUILLA
8390000,"Casa En Venta - Centro Sur  Colinas Del Cimatario (eg), Colinas Del Cimatario",270,290,3,3,3,COLINAS DEL CIMATARIO
9600000,Hacienda El Campanario,273,311.62,3,3,3,EL CAMPANARIO
2700000,"Casa En Venta,  Jurica  (fr), Jurica",90,116,3,2,2,JURICA
3500000,Paseos Del Pedregal,131,235,3,2,2,PASEOS DEL PEDREGAL
4400000,El Campanario,201,251,4,3,3,EL CAMPANARIO
2299987,"Salvador Jimenez Loza 126, Reforma Agraria",168,102,3,2,2,REFORMA AGRARIA
19700000,Balcones De Juriquilla,711,820,4,5,3,JURIQUILLA
5300000,Juriquilla Santa Fe,292,340,3,3,0,SANTA FE
6850000,Juriquilla,565,0,3,3,2,JURIQUILLA
19500000,Centro,350,557,6,7,4,CENTRO
8750000,Balcones Del Acueducto,323,349,4,3,3,BALCONES DEL ACUEDUCTO
5300000,Lomas de Juriquilla,252,315,4,5,3,LOMAS DE JURIQUILLA
3670000,Residencial El Refugio,250,220,3,2,3,EL REFUGIO
3150000,"Lomas De San Pedrito, Lomas De San Pedrito Peñuelas",225,254,5,3,1,SAN PEDRITO PEÑUELAS
12000000,Juriquilla,623,538,4,6,4,JURIQUILLA
8480000,"Junipero Serra Al 3000, Mision De Conca",420,0,3,3,4,MISION DE CONCA
7806700,Cumbres Del Lago,326,385,4,4,4,CUMBRES DEL LAGO
3675000,Juriquilla Santa Fe,160,156,3,2,2,SANTA FE
6900000,"Cerro Escondido, Colinas Del Cimatario, , Queretaro, Mexico, Colinas Del Cimatario",250,513,4,2,3,COLINAS DEL CIMATARIO
3720000,Cumbres Del Lago,180,200,3,3,2,CUMBRES DEL LAGO
12950000,Jurica,651,461,4,4,4,JURICA
3550000,Juriquilla Santa Fe,244,195,4,3,2,SANTA FE
27000000,El Campanario,780,771,4,4,5,EL CAMPANARIO
7990000,Carretas,335,380,3,2,4,CARRETAS
22000000,Juriquilla,712,840,4,5,3,JURIQUILLA
5450000,"Fraccionamiento La Reserva, Valle De Juriquilla",226,0,3,4,3,VALLE DE JURIQUILLA
19000000,Jurica,760,850,4,4,6,JURICA
4250000,Quintas Del Marques,162,210,3,4,2,QUINTAS DEL MARQUES
2100000,"Jaime Sabines 3057 Int. 36, Sonterra Residencial",111.84,104.98,3,2,2,SONTERRA
3400000,Residencial El Refugio,123,292,3,2,2,EL REFUGIO
3900000,Juriquilla,231,168,3,2,2,JURIQUILLA
7200000,"Centro Historico, Centro",240,390,5,4,2,CENTRO
15000000,"Rio, Paseos Del Pedregal",761,579,4,2,1,PASEOS DEL PEDREGAL
16150000,Casa En Venta - Alamos 2a Secc (eg),531,450,4,5,4,ALAMOS 2
6800000,Jurica,250,0,3,2,2,JURICA
2250000,Juriquilla Santa Fe,127,135,3,2,2,SANTA FE
12950000,Residencial El Refugio,650,460,4,4,4,EL REFUGIO
3740000,"Hacienda Coyotillos, Juriquilla",274,158,3,2,2,JURIQUILLA
2750000,Casa En Venta En El Campanario Queretaro .15,135,190,4,3,2,EL CAMPANARIO
8500000,"Pedregal De Queretaro, El Pedregal De Queretaro",450,338,4,5,4,EL PEDREGAL DE QUERETARO
28000000,Corregidora,720,0,4,4,0,CORREGIDORA
16000000,"Palmares, Palmares",635,691,4,6,3,PALMARES
3445000,Claustros Del Parque,160,220,4,4,2,EL PARQUE
6990000,"Cumbres De Xinantecatl 15, Fraccionamiento Cumbres Del Cimatario, 76973 , Qro. 15",197,225,4,5,2,CIMATARIO
7900000,Paseos Del Pedregal,316,258,3,4,2,PASEOS DEL PEDREGAL
6890000,Jurica,282,278,2,4,2,JURICA
8990000,Villas Del Meson,272,436,4,5,3,VILLAS DEL MESON
17500000,"Paseo Del Meson, Jurica Campestre",760,820,4,4,4,JURICA
17500000,Lomas de Juriquilla,875,850,4,4,6,LOMAS DE JURIQUILLA
3250000,Jurica,120,142,3,3,2,JURICA
26580000,Juriquilla,586,714,4,4,6,JURIQUILLA
5750000,Juriquilla,285,245,4,4,3,JURIQUILLA
11000000,Paseos Del Pedregal,525,600,3,3,4,PASEOS DEL PEDREGAL
6245000,Centro Sur,738,295,3,3,3,CENTRO SUR
6245000,Milenio III,739,296,3,3,3,MILENIO III
4514000,Milenio III,181,231,3,4,2,MILENIO III
6830000,Milenio III,236,345,5,5,3,MILENIO III
4750000,"Real De Juriquilla, Juriquilla, Real De Juriquilla, Queretaro, Queretaro",300,245,4,5,3,REAL DE JURIQUILLA
19500000,"Se Vende Hermosa Casa En Huertas El Carmen 6, Corregidora",850,680,4,4,6,CORREGIDORA
4200000,Centro,125,125,3,3,0,CENTRO
11000000,Quintas Del Marques,324,444,4,4,3,QUINTAS DEL MARQUES
5800000,"Cumbres Del Lago, Queretaro, Queretaro",285,249,4,3,2,CUMBRES DEL LAGO
5500000,"Cumbres Del Lago, Queretaro, Queretaro",285,320,3,4,3,CUMBRES DEL LAGO
3300000,El Refugio Residencial,160,199,4,4,2,EL REFUGIO
3300000,La Purisima,119,177,3,3,2,LA PURISIMA
7000000,El Refugio Residencial,156,318,4,6,2,EL REFUGIO
8990000,El Campanario,274,284,3,3,2,EL CAMPANARIO
72680,Jurica,195,158,3,2,2,JURICA
4960000,Juriquilla Santa Fe,324,291,4,4,3,SANTA FE
3100000,"Juriquilla, Queretaro, Queretaro",250,150,3,2,2,JURIQUILLA
2990000,Paseos Del Pedregal,170,200,3,2,2,PASEOS DEL PEDREGAL
12500000,Ciudad del Sol,459,475,3,3,3,CIUDAD DEL SOL
1397000,Residencial El Refugio,68,81,2,2,1,EL REFUGIO
4950000,Lomas de Juriquilla,156,214,3,3,2,LOMAS DE JURIQUILLA
6350000,"Venta Casa Huertas El Carmen 1a Secc 6, Corregidora",251,327,4,4,3,CORREGIDORA
12500000,"Cascada De Basaseachic 127, Real De Juriquilla, Queretaro, Queretaro",850,850,4,4,4,REAL DE JURIQUILLA
3300000,Juriquilla,361,362,3,4,3,JURIQUILLA
13900000,Balcones De Juriquilla,880,387,3,5,8,JURIQUILLA
21500000,Juriquilla,966,770,4,7,4,JURIQUILLA
5900000,"Circuito Balcones 136, Balcones De Juriquilla",200,1,4,5,3,JURIQUILLA
6448000,"Cerro De Acambay #200, Colinas Del Cimatario",151,188,3,2,2,COLINAS DEL CIMATARIO
6400000,"Juriquilla, Juriquilla",250,350,4,4,2,JURIQUILLA
7500000,Villas Del Meson,472,299,3,5,3,VILLAS DEL MESON
7830000,"Real De Juriquilla, Queretaro, Queretaro",236,290,3,4,3,REAL DE JURIQUILLA
2250000,Cumbres Del Lago,128,136,3,2,2,CUMBRES DEL LAGO
6600000,Lomas de Juriquilla,310,420,3,4,3,LOMAS DE JURIQUILLA
5800000,"Juriquilla, Queretaro, Queretaro",260,416,3,4,3,JURIQUILLA
3944000,Paseos Del Pedregal,162,233,3,3,3,PASEOS DEL PEDREGAL
6762000,Paseos Del Pedregal,202,282,3,4,3,PASEOS DEL PEDREGAL
16150000,El Campanario,531,451,4,5,4,EL CAMPANARIO
15000000,Centro Sur,721,390,4,3,4,CENTRO SUR
4850000,Residencial El Refugio,225,355,4,4,3,EL REFUGIO
3590000,Loma Dorada,144,161,3,2,3,LOMA DORADA
18000000,El Campanario,350,455,3,3,5,EL CAMPANARIO
9700000,Loma Dorada,280,315,3,3,3,LOMA DORADA
6700000,Loma Dorada,358,331,3,3,2,LOMA DORADA
8600000,"Casa En Venta En Claustros Del Parque, Claustros Del Parque",460,330,3,5,4,EL PARQUE
11000000,"Pedernal Sn, El Pedregal De Queretaro",510,0,5,4,3,EL PEDREGAL DE QUERETARO
16500000,Balcones De Juriquilla,592.48,500,3,4,3,JURIQUILLA
13500000,"Real De Juriquilla, Juriquilla, Real De Juriquilla, Queretaro, Queretaro",404,398,4,4,3,REAL DE JURIQUILLA
4750000,Cumbres Del Lago,300,245,4,5,3,CUMBRES DEL LAGO
4957000,Juriquilla,255,370,5,5,2,JURIQUILLA
6300000,Quintas Del Marques,185,251,4,3,2,QUINTAS DEL MARQUES
9500000,Residencial El Refugio,280,0,3,0,4,EL REFUGIO
4250000,Quintas Del Marques,500,520,3,5,3,QUINTAS DEL MARQUES
2800000,Juriquilla,162,210,3,4,2,JURIQUILLA
11000000,"Ojo De Agua 1552, El Refugio, 76146 El Refugio, Qro., Mexico, Residencial El Refugio",125,108,3,3,2,EL REFUGIO
13900000,Villas Del Meson,324,444,4,4,3,VILLAS DEL MESON
3927500,Lomas de Juriquilla,880,387,3,5,8,LOMAS DE JURIQUILLA
10300000,"Club De Raquet Hacienda El Salitre, Jurica",130,160,3,3,2,JURICA
6700000,Carretas,450,450,3,3,3,CARRETAS
3500000,"Real De Juriquilla, Queretaro, Queretaro",250,300,4,5,3,REAL DE JURIQUILLA
6350000,El Campanario,509,180,3,2,0,EL CAMPANARIO
3350000,El Campanario,300,300,4,3,4,EL CAMPANARIO
26580000,El Campanario,587,715,4,4,6,EL CAMPANARIO
12900000,Juriquilla,667,500,4,4,8,JURIQUILLA
13800000,El Campanario,380,480,3,3,3,EL CAMPANARIO
3150000,"Lomas De San Pedrito, Lomas De San Pedrito Peñuelas",225,254,5,3,1,SAN PEDRITO PEÑUELAS
3200000,"Juriquilla, Queretaro, Queretaro",195,163,3,2,3,JURIQUILLA
9650000,Paseos Del Pedregal,305,364,4,4,3,PASEOS DEL PEDREGAL
8200000,Paseos Del Pedregal,251,351,3,3,3,PASEOS DEL PEDREGAL
5350000,Centro Sur,180,295,4,3,3,CENTRO SUR
5300000,Arboledas,398,350,6,5,4,ARBOLEDAS
17000000,Club Campestre De Queretaro,808,507,4,4,9,CLUB CAMPESTRE
4700000,"El Refugio, Queretaro, Mexico, El Refugio Residencial",300,154,3,3,3,EL REFUGIO
3820210,"Av Cumbres De Juriquilla 1047, Juriquilla, Juriquilla",126,186,4,3,2,JURIQUILLA
2003000,Residencial El Refugio,180,160,3,4,2,EL REFUGIO
3180000,"Real De Juriquilla, Juriquilla, Real De Juriquilla, Queretaro, Queretaro",218,137,3,2,2,REAL DE JURIQUILLA
4550000,"Juriquilla, Queretaro, Queretaro",300,245,4,5,3,JURIQUILLA
3000000,"El Refugio, Residencial El Refugio",110,132,3,2,2,EL REFUGIO
3274000,Residencial El Refugio,135,182,3,4,2,EL REFUGIO
9500000,"Cumbres Del Lago, Queretaro, Queretaro",500,520,3,5,3,CUMBRES DEL LAGO
4450000,Fray Junipero Serra,250,250,4,4,2,FRAY JUNIPERO SERRA
5250000,"Queretaro, QueretaroVer informacion de la zona",257,220,3,3,2,QUERETARO
3255315,Casa Nueva En Venta En Lomas Del Campanario Norte,150,158,2,2,2,EL CAMPANARIO
2850000,Lomas de Juriquilla,108,142,3,3,2,LOMAS DE JURIQUILLA
11500000,Paseos Del Pedregal,345,0,4,4,3,PASEOS DEL PEDREGAL
6700000,Jurica,250,285,3,4,3,JURICA
18650000,Loma Dorada,564,469,2,3,4,LOMA DORADA
10500000,Jurica,408,391,4,4,2,JURICA
13900000,"Juriquilla, Juriquilla",800,400,4,1,0,JURIQUILLA
26500000,Juriquilla,725,0,4,4,4,JURIQUILLA
6100000,Cumbres Del Lago,480,310,3,4,3,CUMBRES DEL LAGO
4750000,Cumbres Del Lago,200,203,4,3,3,CUMBRES DEL LAGO
12500000,Cumbres Del Lago,393,500,3,3,4,CUMBRES DEL LAGO
3600000,Lomas de Juriquilla,175,225,3,4,2,LOMAS DE JURIQUILLA
6400000,Lomas de Juriquilla,422,395,4,4,3,LOMAS DE JURIQUILLA
4200000,San Francisco Juriquilla,307,290,3,4,3,SAN FRANCISCO JURIQUILLA
4750000,"Juriquilla, Queretaro, Queretaro",186,255,4,4,3,JURIQUILLA
5950000,"Juriquilla, Queretaro, Queretaro",250,350,4,5,3,JURIQUILLA
8800000,Paseos Del Pedregal,452,403,3,4,3,PASEOS DEL PEDREGAL
20500000,El Campanario,733,631,5,5,4,EL CAMPANARIO
10800000,El Campanario,317,359,4,5,3,EL CAMPANARIO
18500000,El Campanario,718,365,4,3,4,EL CAMPANARIO
19900000,El Campanario,714,521,3,4,4,EL CAMPANARIO
7500000,Milenio III,258,402,3,4,4,MILENIO III
6550000,Cumbres del Cimatario,301,451,3,5,4,CIMATARIO
5850000,Milenio III,210,380,3,3,3,MILENIO III
3316000,Lomas Del Marques,133,120,3,2,2,LOMAS DEL MARQUES
3100000,Residencial El Refugio,158,141,2,2,2,EL REFUGIO
14000000,Loma Dorada,334,730,4,5,4,LOMA DORADA
8610000,Fray Junipero Serra,323,280,3,4,3,FRAY JUNIPERO SERRA
3440000,"El Refugio, Residencial El Refugio",217,0,3,4,2,EL REFUGIO
13290000,Paseos Del Pedregal,350,480,4,4,3,PASEOS DEL PEDREGAL
22000000,Juriquilla,712,840,4,5,3,JURIQUILLA
6690000,"Venta Del Refugio 218, El Refugio, Residencial El Refugio",260,184,3,3,2,EL REFUGIO
2940000,"Juriquilla, Queretaro, Queretaro",126,132,3,2,2,JURIQUILLA
8350000,"Real De Juriquilla, Queretaro, Queretaro",300,450,4,4,4,REAL DE JURIQUILLA
10450000,Lomas del Campanario III,270,290,3,5,3,LOMAS DEL CAMPANARIO III
10500000,Juriquilla,251,334,4,5,3,JURIQUILLA
3800000,"Circuitos Altos Juriquilla 1122-28, Juriquilla",248.94,155.1,3,2,2,JURIQUILLA
8000000,"La Vista 9, La Vista Residencial",400,0,3,4,3,LA VISTA RESIDENCIAL
5800000,El Campanario,270,337,4,4,3,EL CAMPANARIO
9500000,El Campanario,280,300,3,3,3,EL CAMPANARIO
6000000,Milenio 3era Seccion,210,308,3,5,2,MILENIO III
10300000,El Campanario,310,294,3,3,3,EL CAMPANARIO
4750000,Milenio III,162,212,3,3,2,MILENIO III
3300000,"Juriquilla, Queretaro, Queretaro",151,203,3,2,3,JURIQUILLA
3070000,"Venta Casa En Zakia Zizana Queretaro, El Marques Queretano",122,122,3,2,2,EL MARQUES QUERETANO
4800000,"Real De Juriquilla, Queretaro, Queretaro",300,267,4,4,4,REAL DE JURIQUILLA
11400000,"Cumbres Del Lago, , Cumbres Del Lago, Queretaro, Queretaro",281,330,4,3,3,CUMBRES DEL LAGO
21800000,Residencial El Refugio,556,0,4,5,3,EL REFUGIO
8900000,El Campanario,300,380,4,6,3,EL CAMPANARIO
5900000,El Campanario,254,242,4,4,2,EL CAMPANARIO
9400000,El Campanario,285,316,4,4,3,EL CAMPANARIO
25900000,"Juriquilla, Queretaro, Queretaro",750,605,5,5,4,JURIQUILLA
8500000,El Campanario,290,305,3,3,3,EL CAMPANARIO
3650000,Milenio III,190,190,3,2,2,MILENIO III
12950000,El Campanario,316,359,5,4,6,EL CAMPANARIO
4900000,El Campanario,180,195,3,2,3,EL CAMPANARIO
12950000,Juriquilla,375,389,4,4,4,JURIQUILLA
5950000,Juriquilla,180,230,3,2,3,JURIQUILLA
4250000,Cumbres Del Lago,201,241,4,4,2,CUMBRES DEL LAGO
5000000,Cumbres Del Lago,251,251,4,4,4,CUMBRES DEL LAGO
4850000,Cumbres Del Lago,185,245,3,3,2,CUMBRES DEL LAGO
6200000,Cumbres Del Lago,290,303,4,4,3,CUMBRES DEL LAGO
4960000,Lomas de Juriquilla,323,290,4,4,3,LOMAS DE JURIQUILLA
6600000,Lomas de Juriquilla,310,420,3,4,3,LOMAS DE JURIQUILLA
1701770,"Barroco 9, Corregidora",90,90,3,2,2,CORREGIDORA
7450000,Juriquilla,434,376.25,3,3,0,JURIQUILLA
8999000,Juriquilla,468,400,5,4,0,JURIQUILLA
838600,"Prolongacion Hacienda La Venta 3, San Jose",156,156,3,2,2,SAN JOSE
4600000,"Cascada De Agua Azul 103, 76226 Juriquilla, Qro., Mexico, Real De Juriquilla, Queretaro, Queretaro",256,193,2,3,2,REAL DE JURIQUILLA
3100000,"Circuito Pizzarra 592, Otros, Queretaro, Queretaro",142.02,156,3,2,2,QUERETARO
1325200,"Fuente De Creta, Santa Ana, , Satelite",163,76,2,2,2,SATELITE
3365000,El Marques,108,155,3,2,2,EL MARQUES
1199000,"C. Literatura 1 - 300, Ex-Hacienda El Tintero",126,120,3,1,1,EX-HACIENDA EL TINTERO
1830000,"Paseo De Libero, Caletto",600,300,3,2,2,CALETTO
5625000,"Real De Juriquilla, Juriquilla, Qro., Mexico, Real De Juriquilla, Queretaro, Queretaro",300,325,3,4,3,REAL DE JURIQUILLA
1850000,"Circuito Pizarra 622, San Isidro Juriquilla, Queretaro, Queretaro",198,119,3,3,2,SAN ISIDRO JURIQUILLA
6635047,"Milenio Iii, , Queretaro, Mexico, Milenio III",620,440,4,4,3,MILENIO III
3300000,"Cerro De Pathe, Las Americas",107,204,3,2,1,LAS AMERICAS
987000,"Senda Del Rocio, Milenio III",140,183,3,3,2,MILENIO III
895000,"Senda Inmortal, Milenio III",230,250,3,3,2,MILENIO III
800000,"Marques De La Villa Del Villar Del Aguila 1961, Centro Sur",175,175,3,2,2,CENTRO SUR
3950000,Huertas La Joya,360,200,3,3,3,LA JOYA
850000,", Queretaro, Mexico, Santiago",360,360,4,4,3,SANTIAGO
1250000,"Rinconada Del Pedregal, Queretaro, Mexico, Rinconada Del Sol",123,123,3,1,2,RINCONADA DEL SOL
3800000,La Vista Residencial,145,151,3,3,2,LA VISTA RESIDENCIAL
7600000,"C. Maciso Tibesti 422, Santiago",240,343,4,4,0,SANTIAGO
600000,"Sierra Morena, Loma Ix, San Pedro Martir, Loma IX",110,170,3,2,0,SAN PEDRO MARTIR
616701,"Av. De La Cantera 2800-int 35, Ciudad del Sol",54,47,1,1,1,LA CANTERA
1730000,"Loma Linda, Queretaro, Mexico, Loma Linda, Queretaro, Queretaro",129,117,3,3,2,LOMA LINDA
845962,"Cda. Punta Mita 111, Juriquilla, Juriquilla",98,98,3,2,1,JURIQUILLA
849000,"Santa Monica 2da Seccion, Santa Monica 2a Secc.",192,192,3,2,2,SANTA MONICA 2A SECC
3300000,"Sisal, El Refugio Residencial",100,100,3,2,1,EL REFUGIO
709200,"Paseo Real 1 - 300, El Refugio Residencial",75,60,3,1,1,EL REFUGIO
900000,"Cerro Loreto, Colinas Del Cimatario",90,90,3,2,2,COLINAS DEL CIMATARIO
990000,Paseos De San Miguel,150,275,4,3,3,SAN MIGUEL
1250000,Milenio III,79,81,3,1,0,MILENIO III
3200000,"Granada 402, Los Sauces",150,170,3,2,0,LOS SAUCES
1320000,"Buena Vista, Vista 2000",130,145,3,2,1,VISTA 2000
893000,"Petra De Mallorca 43a, Bosques Del Acueducto",125,112,3,2,2,BOSQUES DEL ACUEDUCTO
2692579,"C. 3 144, Los Comerciantes",362,444,4,4,3,COMERCIANTES
500000,"Lago Yalahan 237, Juriquilla Santa Fe",280,130,3,2,1,SANTA FE
1412560,"Blvrd De Los Gobernadores 1002-int 1 - 300, Monte Blanco III Cond. III",205,310,4,3,2,MONTE BLANCO III
1302000,Campestre Huertas la Joya,180,210,3,2,2,LA JOYA
758342,"C. Fuerte De Coin 1 - 300, El Vergel",68,70,2,2,1,EL VERGEL
375262,"Queretaro, QueretaroVer informacion de la zona",75,90,1,1,1,QUERETARO
1350000,"Blvd. Hacienda La Gloria 1701-casa 1 - 300, Residencial Parque La Gloria",69,66,2,1,1,RESIDENCIAL PARQUE LA GLORIA
911920,"Portal De San Marcos 527, Villas De Santiago, , Villas De Santiago",158,103,4,3,1,VILLAS DE SANTIAGO
583275,"Cordillera De Los Andes 2156, Colinas Del Poniente, 76116 , Qro., Mexico, Santiago",120,152,3,2,1,COLINAS DEL PONIENTE
667000,"Avenida Equinoccio, Puerta Del Sol II",120,120,3,2,1,PUERTA DEL SOL II
1946320,"Marques De Cruillas 134, Lomas Del Marques, , Lomas Del Marques",160,144,4,3,1,LOMAS DEL MARQUES
670000,"Alamos 3ra Secc, , Alamos 3a Seccion",200,210,3,3,2,ALAMOS 3
2068802,"Lago De Chapala, Cumbres Del Lago",159,240,4,3,2,CUMBRES DEL LAGO
7500000,"Plaza San Sebastian, Las Plazas",269,269,5,5,3,SAN SEBASTIAN
870058,"Sinaloa 304, San Jose El Alto",180,170,3,2,2,SAN JOSE EL ALTO
1137000,"C. Yaquis 231, Santiago",400,820,1,4,3,SANTIAGO
3000000,"Av. De La Cantera 2500, , Lomas De Satelite",400,299,4,2,3,SATELITE
657580,"Tzeltales 241, Cerrito Colorado, , Cerrito Colorado",62,96,3,3,1,CERRITO COLORADO
1039000,"Cerro Del Abanico 72, Colinas Del Cimatario, , Colinas Del Cimatario",90,95,3,2,1,COLINAS DEL CIMATARIO
400000,"C. Maciso Tibesti 422, Mision De Carrillo, , Mision de Carrillo",65,60,2,1,1,MISION DE CARRILLO
2157130,Jurica Toliman,275,278,4,4,2,JURICA TOLIMAN
640000,"De Capulines 1 - 300, Jurica Pinar",98,110,3,3,2,JURICA PINAR
8900000,"Puebla 8, Obrera",811,364,4,3,0,OBRERA
4113600,"Paso De Los Toros, El Refugio, Residencial El Refugio",267,282,4,4,2,EL REFUGIO
1219702,"Cerro Chico 302, Santa Ana, , Queretaro, Mexico, Ex-Hacienda Santana",102,120,3,1,1,EX-HACIENDA SANTANA
1300000,"Barroco 9, Mision Mariana Ii, Candiles, Corregidora",75,75,2,1,1,CORREGIDORA
1759602,Mision De Conca,150,130,3,2,2,MISION DE CONCA
1702000,"Av. Agustin Gonzalez Medina 4890, , Eduardo Loarca Castillo",90,90,3,2,2,EDUARDO LOARCA CASTILLO
8499000,"Lago Yuriria 109, Cumbres Del Lago, Juriquilla, Cumbres Del Lago",300,442,4,5,0,JURIQUILLA
978000,"Mirador Del Cubilete 196, Lomas Del Mirador, Candiles, Candiles",100,120,3,2,2,EL MIRADOR
18950000,Juriquilla,2200,750,4,4,10,JURIQUILLA
42500000,El Campanario,1500,1,4,4,4,EL CAMPANARIO
42500000,El Campanario,1500,1,4,4,4,EL CAMPANARIO
3100000,Residencial El Refugio,1202,209,3,3,5,EL REFUGIO
4550000,"Fraccionamiento Real Del Marques, Real del Marques Residencial",1000,600,3,4,5,REAL DEL MARQUES RESIDENCIAL
38000000,El Campanario,1250,759,4,4,4,EL CAMPANARIO
30000000,"Circuito Pizarra 622, San Isidro Juriquilla, Queretaro, Queretaro",1275,827,4,4,3,SAN ISIDRO JURIQUILLA
19000000,", Centro",80000,1,3,2,15,CENTRO
21760000,"Av Campanario, El Campanario",1360,480,4,4,0,EL CAMPANARIO
31980000,Juriquilla,1137,900,4,6,6,JURIQUILLA
5950000,Residencial El Refugio,1250,600,3,3,11,EL REFUGIO
14500000,Juriquilla,2200,600,4,6,0,JURIQUILLA
35000000,"Av Sta Catarina, Juriquilla",1113,790,6,8,8,JURIQUILLA
9300000,"Cumbres Del Lago, Cumbres Del Lago, Queretaro, Queretaro",1000,350,3,3,0,CUMBRES DEL LAGO
28600000,"Juan Rulfo 1851, Sonterra Residencial, Queretaro, Queretaro",1250,650,4,6,6,SONTERRA
8900000,Corregidora,1000,320,3,3,4,CORREGIDORA
13500000,"Orion, Santa Maria Magdalena",1000,346,3,4,0,SANTA MARIA MAGDALENA
24900000,"Ansar 1200 - 1500, Residencial El Refugio",1000,675,4,6,6,EL REFUGIO
638927,"Villa De San Gabriel 104, Santiago",1250,350,4,4,10,SANTIAGO
12650000,Juriquilla,1000,850,4,4,4,JURIQUILLA
31700000,"Palma Datilera 106, El Salitre",1230,0,3,4,4,EL SALITRE
23800000,"Jurica San Francisco, San Francisco Juriquilla",1125,0,3,4,3,SAN FRANCISCO JURIQUILLA
21760000,El Campanario,1360,442,4,4,4,EL CAMPANARIO
29900000,El Campanario,1250,759,4,4,6,EL CAMPANARIO
18900000,"Juriquilla, Queretaro, Queretaro",2131,948,5,5,7,JURIQUILLA
9200000,Villas Del Meson,1000,350,3,3,4,VILLAS DEL MESON
15000000,"Real De Juriquilla, Queretaro, Queretaro",1170,800,4,5,5,REAL DE JURIQUILLA
761000,Cimatario,1000,250,3,3,7,CIMATARIO
9900000,"Villas Del Meson, Juriquilla, Queretaro, Mexico, Juriquilla",1000,450,3,3,2,VILLAS DEL MESON
5000000,Felipe Carrillo Puerto,1056,453,3,3,1,FELIPE CARRILLO PUERTO
12000000,Cumbres Del Lago,1000,420,3,5,6,CUMBRES DEL LAGO
21500000,Juriquilla,1250,948.36,4,5,4,JURIQUILLA
12780000,El Campanario,1001,501,3,5,8,EL CAMPANARIO
10800000,Juriquilla,1000,525,4,3,6,JURIQUILLA
29900000,El Campanario,1253,762,4,4,6,EL CAMPANARIO
9980000,Juriquilla Santa Fe,1500,850,5,6,5,SANTA FE
59900000,"Avenida Senda Magica, Milenio III",1281,1870,4,4,3,MILENIO III
59900000,Milenio III,1281,1870,4,4,3,MILENIO III
5700000,Fray Junipero Serra,32437,32437,3,3,4,FRAY JUNIPERO SERRA
30000000,"Juriquilla, Queretaro, Queretaro",2500,2300,4,9,10,JURIQUILLA
42800000,Villas Del Meson,2542,1200,4,4,8,VILLAS DEL MESON
