Price,Total_Area_m^2,Built_Area_m^2,Bedrooms,Bathrooms,Parking,Neighborhood
2890000.0,182.0,178.0,3.0,2.0,1.0,CENTRO
2750000.0,291.18,91.69,0.0,1.0,2.0,JURIQUILLA
2450000.0,177.0,150.0,3.0,3.0,2.0,SONTERRA
3500000.0,190.0,0.0,3.0,2.0,3.0,EL REFUGIO
2150000.0,122.0,104.0,3.0,2.0,2.0,JURICA
3000000.0,170.0,163.0,3.0,2.0,3.0,SANTA FE
2200000.0,128.0,73.0,2.0,2.0,2.0,SANTA FE
7250000.0,194.0,150.0,3.0,3.0,2.0,JURIQUILLA
1800000.0,184.0,150.0,3.0,4.0,3.0,CIMATARIO
3200000.0,96.0,96.0,3.0,2.0,2.0,SAN MIGUEL
2900000.0,200.0,180.0,4.0,3.0,2.0,SANTIAGO
350000.0,222.0,162.0,3.0,3.0,3.0,CENTRO
573000.0,65.0,60.0,2.0,1.0,1.0,VILLAS DEL MESON
713000.0,90.0,60.0,2.0,1.0,1.0,LOMAS DE JURIQUILLA
990000.0,108.0,37.0,2.0,1.0,1.0,REAL DE JURIQUILLA
2821000.0,145.0,145.0,3.0,2.0,1.0,JURIQUILLA
11300000.0,342.0,342.0,4.0,2.0,2.0,JURIQUILLA
6450000.0,250.0,231.0,3.0,3.0,3.0,CENTRO
3500000.0,305.0,290.0,3.0,3.0,3.0,REAL DE JURIQUILLA (DIAMANTE)
8400000.0,190.0,149.0,3.0,2.0,2.0,CLUB CAMPESTRE
980000.0,354.0,0.0,4.0,3.0,0.0,REAL DE JURIQUILLA
1136031.0,180.0,110.0,3.0,2.0,2.0,VISTA HERMOSA
5550000.0,95.0,95.0,3.0,2.0,1.0,EL CAMPANARIO
18000000.0,368.0,0.0,3.0,2.0,2.0,VILLAS DEL MESON
4100000.0,808.0,552.0,4.0,4.0,0.0,MISION DE CONCA
510000.0,247.0,207.0,3.0,3.0,3.0,EL CAMPANARIO
52500000.0,140.0,140.0,2.0,2.0,2.0,VILLAS DEL CIMATARIO
11000000.0,420.0,0.0,3.0,3.0,3.0,JURIQUILLA
2556000.0,333.0,270.0,4.0,5.0,3.0,SAN JOSE
14500000.0,200.0,143.0,4.0,2.0,2.0,SAN ANTONIO DE LA PUNTA
975000.0,126.0,0.0,3.0,2.0,2.0,OBRERA
14400000.0,109.0,100.0,3.0,3.0,2.0,LA JOYA
14500000.0,880.0,509.0,4.0,5.0,4.0,JARDINES DE SANTIAGO
3300000.0,539.0,515.0,4.0,4.0,4.0,EL CAMPANARIO
3300000.0,389.0,375.0,4.0,4.0,3.0,PARQUE SANTIAGO
550000.0,90.0,62.0,2.0,1.0,1.0,EL CAMPANARIO
1850000.0,198.0,119.0,3.0,2.0,1.0,MILENIO III
4095000.0,198.0,192.0,3.0,2.0,2.0,LA GLORIA
1034000.0,150.0,123.0,4.0,2.0,2.0,MISION DE CONCA
9865000.0,420.0,0.0,4.0,5.0,3.0,EL BOSQUE
5400000.0,340.0,0.0,4.0,4.0,2.0,REAL DE JURIQUILLA (DIAMANTE)
3300000.0,146.0,0.0,3.0,2.0,2.0,CUMBRES DEL LAGO
5677600.0,389.0,327.0,4.0,4.0,2.0,EL CAMPANARIO
12990000.0,389.0,0.0,4.0,4.0,3.0,SANTIAGO
672371.0,230.0,124.0,3.0,2.0,2.0,CIMATARIO
16800000.0,840.0,299.0,5.0,7.0,8.0,LOMAS DEL MARQUES
2100000.0,160.0,113.0,3.0,2.0,2.0,LA JOYA
1414639.0,112.0,112.0,3.0,2.0,2.0,LA VISTA RESIDENCIAL
4940000.0,215.0,180.0,3.0,3.0,2.0,TLACOTE EL BAJO
1250000.0,123.0,123.0,3.0,3.0,2.0,EL PARQUE
580000.0,90.0,62.0,2.0,1.0,1.0,CENTRO SCT QUERETARO
1528800.0,130.0,110.0,3.0,1.0,1.0,LOMAS DE JURIQUILLA
12000000.0,580.0,310.0,3.0,4.0,3.0,LOMA JURIQUILLA
3200000.0,269.0,251.0,3.0,4.0,2.0,EL MARQUES QUERETANO
820000.0,156.0,87.0,3.0,2.0,1.0,LA CANTERA
990000.0,105.0,95.0,3.0,1.0,2.0,EL MARQUES
1412750.0,256.0,220.0,3.0,2.0,1.0,EDUARDO LOARCA CASTILLO
780000.0,60.0,45.0,2.0,1.0,1.0,CUMBRES DEL LAGO
5500000.0,244.0,176.0,3.0,2.0,2.0,PASEOS DEL PEDREGAL
7280100.0,280.0,200.0,3.0,3.0,3.0,CENTRO
550000.0,70.0,70.0,2.0,1.0,2.0,EL REFUGIO
5231000.0,232.0,184.0,3.0,4.0,2.0,JURIQUILLA
5700000.0,285.0,285.0,3.0,3.0,4.0,EL CAMPANARIO
11400000.0,350.0,315.0,3.0,1.0,0.0,CENTRO
576715.0,80.0,80.0,2.0,1.0,1.0,FRAY JUNIPERO SERRA
3300000.0,323.0,272.0,3.0,5.0,3.0,SANTA MONICA
929000.0,150.0,150.0,4.0,3.0,2.0,SAN ISIDRO JURIQUILLA
3050000.0,133.0,0.0,3.0,2.0,2.0,JURIQUILLA
4150000.0,235.0,0.0,3.0,3.0,2.0,HIDALGO
22000000.0,751.0,669.0,5.0,4.0,7.0,SAN FRANCISCO
14500000.0,774.0,607.0,5.0,5.0,0.0,LOMAS DE JURIQUILLA
8850000.0,479.0,250.0,4.0,4.0,0.0,JURIQUILLA
5600000.0,450.0,297.0,3.0,2.0,2.0,CENTRO
420338.0,120.0,120.0,2.0,2.0,1.0,PASEOS DEL PEDREGAL
3300000.0,280.0,200.0,3.0,4.0,3.0,CIMATARIO
6500000.0,250.0,0.0,3.0,3.0,3.0,EL CAMPANARIO
12750000.0,358.0,316.0,4.0,4.0,3.0,EL CAMPANARIO
11400000.0,325.0,280.0,4.0,5.0,0.0,EL REFUGIO
3580000.0,217.0,130.0,3.0,2.0,0.0,JURIQUILLA
5950000.0,280.0,255.0,3.0,4.0,0.0,SANTA FE
5730000.0,270.0,180.0,3.0,3.0,0.0,JURIQUILLA
3550000.0,191.0,0.0,3.0,2.0,2.0,JURIQUILLA
5900000.0,277.0,277.0,3.0,3.0,2.0,REAL DE JURIQUILLA
2990000.0,145.0,106.0,3.0,2.0,0.0,JURIQUILLA
6990000.0,326.0,206.0,4.0,4.0,0.0,JURIQUILLA
3180000.0,159.0,126.0,3.0,2.0,0.0,CENTRO
510000.0,140.0,140.0,2.0,2.0,1.0,MISION DE SAN JERONIMO
11800000.0,377.0,377.0,3.0,2.0,3.0,SAN ANTONIO DE LA PUNTA
550000.0,150.0,150.0,3.0,1.0,2.0,EL CAMPANARIO
11399000.0,330.0,270.0,3.0,4.0,2.0,EL CAMPANARIO
32500000.0,745.0,704.0,4.0,4.0,3.0,JURIQUILLA
7200000.0,376.0,270.0,4.0,4.0,3.0,LA VISTA RESIDENCIAL
10790000.0,370.0,0.0,4.0,4.0,3.0,SANTA FE
4460000.0,211.0,200.0,3.0,3.0,0.0,VISTA HERMOSA
510000.0,140.0,140.0,2.0,2.0,2.0,CENTRO
521200.0,143.0,143.0,3.0,2.0,2.0,SAN JOSE EL ALTO
576715.0,80.0,80.0,2.0,1.0,1.0,PASEOS DEL PEDREGAL
6150000.0,232.0,197.0,3.0,3.0,3.0,LA VISTA RESIDENCIAL
4950000.0,215.0,0.0,3.0,3.0,2.0,CUMBRES DEL LAGO
10800000.0,330.0,286.0,4.0,4.0,3.0,LOMAS DE JURIQUILLA
6000000.0,250.0,0.0,5.0,5.0,3.0,ALTOZANO
6200000.0,275.0,275.0,4.0,4.0,2.0,FRAY JUNIPERO SERRA
4590000.0,186.0,129.0,3.0,4.0,2.0,EL REFUGIO
11150000.0,352.0,270.0,3.0,4.0,3.0,EL CAMPANARIO
10690000.0,392.0,300.0,4.0,4.0,4.0,PASEOS DEL PEDREGAL
6890000.0,301.0,205.0,3.0,4.0,2.0,JURIQUILLA
8900000.0,350.0,250.0,3.0,3.0,3.0,LA VISTA RESIDENCIAL
7920850.0,245.0,236.0,3.0,4.0,3.0,EL CAMPANARIO
7900000.0,410.0,250.0,4.0,5.0,3.0,PASEOS DEL PEDREGAL
12950000.0,389.0,375.0,3.0,5.0,3.0,PASEOS DEL PEDREGAL
9750000.0,342.0,250.0,4.0,5.0,2.0,JURIQUILLA
16150000.0,479.0,403.0,4.0,5.0,3.0,PASEOS DEL PEDREGAL
5890000.0,320.0,225.0,3.0,5.0,3.0,CONSTITUYENTES
7290000.0,245.0,200.0,3.0,4.0,3.0,SANTA FE
4650000.0,323.0,238.0,4.0,2.0,3.0,LA VISTA RESIDENCIAL
17900000.0,783.0,600.0,3.0,4.0,3.0,EL CAMPANARIO
5600000.0,254.0,170.0,4.0,4.0,3.0,EL CAMPANARIO
28500000.0,881.0,634.0,5.0,3.0,7.0,PASEOS DEL PEDREGAL
5800000.0,280.0,150.0,3.0,4.0,2.0,LA VISTA RESIDENCIAL
6790000.0,265.0,205.0,4.0,4.0,3.0,JURIQUILLA
6300000.0,290.0,186.0,5.0,5.0,3.0,LA CONDESA
5720000.0,255.0,248.0,4.0,4.0,3.0,JURICA
3300000.0,178.0,140.0,3.0,4.0,2.0,LOMA DORADA
4900000.0,350.0,0.0,3.0,3.0,2.0,MILENIO III
3890000.0,180.0,125.0,3.0,3.0,2.0,CIMATARIO
5800000.0,410.0,326.0,5.0,5.0,4.0,LOMAS DE JURIQUILLA
383181.0,306.0,250.0,4.0,3.0,1.0,CLUB CAMPESTRE
1510000.0,523.0,523.0,4.0,4.0,2.0,LOMA DORADA
3250000.0,166.0,136.0,4.0,3.0,2.0,SAN ISIDRO EL ALTO
3300000.0,945.0,340.0,5.0,3.0,2.0,SAN ISIDRO JURIQUILLA
1850000.0,198.58,119.73,3.0,2.0,1.0,JURIQUILLA
7068750.0,325.0,172.0,3.0,3.0,2.0,PASEOS DEL PEDREGAL
4400000.0,322.0,216.0,3.0,2.0,4.0,SANTA FE
2550000.0,166.0,117.0,3.0,2.0,2.0,CAMPESTRE ITALIANA
5400000.0,395.0,338.0,4.0,3.0,4.0,LOMA DORADA
11500000.0,512.0,375.0,4.0,5.0,3.0,LOMAS DE JURIQUILLA
5990000.0,305.0,251.0,4.0,4.0,3.0,EL CAMPANARIO
14900000.0,800.0,450.0,5.0,5.0,7.0,CUMBRES DEL LAGO
9100000.0,463.0,302.0,4.0,4.0,3.0,EL REFUGIO
3385000.0,175.0,125.0,4.0,5.0,2.0,CORREGIDORA
3200000.0,161.0,132.0,4.0,3.0,0.0,MILENIO III
4750000.0,212.0,162.0,3.0,4.0,0.0,LOMA DORADA
25000000.0,450.0,450.0,3.0,3.0,6.0,JURIQUILLA
2835000.0,146.0,143.0,3.0,2.0,2.0,CUMBRES DEL LAGO
8440000.0,440.0,315.0,3.0,5.0,4.0,JURIQUILLA
5800000.0,225.0,0.0,3.0,4.0,0.0,PASEOS DEL PEDREGAL
12950000.0,409.0,272.0,4.0,4.0,3.0,LOMA DORADA
12800000.0,590.0,360.0,5.0,4.0,4.0,JURIQUILLA
5950000.0,280.0,254.0,3.0,4.0,0.0,EL CAMPANARIO
1312167.0,180.0,110.0,3.0,2.0,2.0,BOSQUES DEL ACUEDUCTO
1550000.0,133.0,87.0,2.0,3.0,2.0,LA VISTA RESIDENCIAL
10700000.0,535.0,408.0,4.0,4.0,4.0,SONTERRA
6000000.0,250.0,243.02,5.0,5.0,0.0,LA JOYA
5200000.0,215.0,180.0,3.0,3.0,2.0,CUMBRES DEL LAGO
1900000.0,153.0,111.0,3.0,2.0,0.0,BALCONES DEL ACUEDUCTO
5450000.0,203.0,183.0,4.0,3.0,2.0,VILLAS DEL MESON
1199000.0,179.0,114.0,3.0,2.0,1.0,VALLE DE JURIQUILLA
3400000.0,317.0,305.0,4.0,3.0,2.0,LA VISTA RESIDENCIAL
8000000.0,355.0,325.0,4.0,5.0,3.0,JURIQUILLA
5730000.0,260.0,180.0,3.0,3.0,3.0,CUMBRES DEL LAGO
4800000.0,197.0,145.0,4.0,4.0,2.0,JURIQUILLA
2917200.0,213.0,144.0,3.0,2.0,2.0,JURIQUILLA
2550000.0,113.0,108.0,3.0,2.0,2.0,JURIQUILLA
10240000.0,566.4,300.57,3.0,4.0,0.0,EL CAMPANARIO
3000000.0,207.0,110.0,2.0,2.0,2.0,PLAZAS DEL SOL 2A SECCION
2450000.0,115.0,110.0,3.0,2.0,2.0,JURIQUILLA
3300000.0,82.0,62.0,2.0,1.0,1.0,EL REFUGIO
838600.0,360.0,360.0,4.0,4.0,3.0,JURIQUILLA
10240000.0,566.0,300.0,3.0,4.0,6.0,PASEOS DEL PEDREGAL
4990000.0,219.41,219.41,3.0,2.0,2.0,EL REFUGIO
4990000.0,183.0,154.0,3.0,3.0,2.0,EL REFUGIO
4990000.0,200.0,200.0,3.0,4.0,2.0,JURIQUILLA
695000.0,100.0,100.0,3.0,2.0,1.0,EL REFUGIO
4590000.0,186.0,186.0,3.0,4.0,3.0,CLUB CAMPESTRE
3580000.0,217.0,130.0,4.0,4.0,2.0,JURIQUILLA
3500000.0,240.0,160.0,4.0,4.0,2.0,MISION DE SAN JERONIMO
2747400.0,125.0,114.0,3.0,2.0,1.0,ALTOZANO
10950000.0,600.0,600.0,4.0,5.0,4.0,VILLAS DEL MESON
7806700.0,385.0,326.0,5.0,4.0,4.0,EL REFUGIO
8500000.0,450.0,305.0,4.0,5.0,3.0,LA GLORIA
5175000.0,242.0,180.0,4.0,4.0,2.0,CORREGIDORA
3600000.0,151.0,140.0,3.0,0.0,2.0,REAL DE JURIQUILLA
3300000.0,120.0,120.0,2.0,1.0,1.0,CLUB CAMPESTRE
2600000.0,120.0,115.0,3.0,2.0,2.0,JURIQUILLA
4289600.0,250.0,190.0,3.0,4.0,3.0,JURIQUILLA PRIVADA
6000000.0,300.0,1.0,4.0,3.0,2.0,JURIQUILLA
849000.0,327.0,327.0,3.0,3.0,2.0,LA LOMA
1283400.0,96.0,96.0,2.0,2.0,2.0,JURIQUILLA
730000.0,200.0,145.0,4.0,2.0,1.0,MISION DE SAN JERONIMO
805000.0,700.0,700.0,4.0,3.0,3.0,EL BOSQUE
1200000.0,280.0,173.0,3.0,2.0,2.0,VISTA ALEGRE
3600000.0,600.0,557.0,4.0,2.0,4.0,CENTRO
3300000.0,119.0,109.0,3.0,2.0,1.0,SONTERRA
640000.0,180.0,110.0,3.0,2.0,2.0,JURICA
1600000.0,146.0,0.0,3.0,1.0,2.0,SONTERRA
1216000.0,300.0,250.0,3.0,2.0,3.0,EL BOSQUE
1680000.0,94.7,78.0,3.0,3.0,0.0,ANGELES
1869000.0,600.0,556.0,4.0,2.0,4.0,COLINAS DEL CIMATARIO
800000.0,110.0,90.0,3.0,2.0,2.0,VIÑEDOS
730000.0,395.0,260.0,4.0,4.0,3.0,FELIPE CARRILLO PUERTO
1700000.0,110.0,75.0,2.0,1.0,1.0,REAL DE JURIQUILLA
3300000.0,180.0,180.0,4.0,2.0,1.0,LA JOYA
977400.0,430.0,430.0,6.0,5.0,4.0,VILLAS DEL MESON
990101.0,230.0,130.0,3.0,2.0,2.0,RANCHO BELLAVISTA
5381200.0,160.0,120.0,3.0,3.0,2.0,PALMARES
978000.0,450.0,330.0,4.0,4.0,4.0,COLINAS DE MENCHACA
725000.0,188.0,151.0,4.0,5.0,2.0,CERRITO COLORADO
3300000.0,90.0,62.0,2.0,1.0,1.0,CENTRO SUR
1575000.0,120.0,100.0,3.0,1.0,1.0,SANTA FE
840000.0,90.0,58.0,3.0,1.0,1.0,EL ENSUEÑO
3250000.0,200.0,175.0,3.0,2.0,2.0,MISION DE CARRILLO
833000.0,128.0,128.0,3.0,3.0,0.0,BOSQUES DEL ACUEDUCTO
5676800.0,140.0,80.0,3.0,2.0,1.0,VISTA HERMOSA
5600000.0,336.0,232.0,3.0,3.0,2.0,EL REFUGIO
4100000.0,338.0,335.0,6.0,11.0,2.0,PUERTA DEL SOL II
3400000.0,300.0,179.0,2.0,2.0,3.0,VILLAS DE SANTIAGO
710100.0,245.0,151.0,3.0,2.0,2.0,JURIQUILLA
3300000.0,100.0,80.0,2.0,1.0,1.0,VIÑEDOS
1930000.0,200.0,180.0,4.0,2.0,1.0,LA VISTA RESIDENCIAL
722000.0,110.0,97.0,3.0,1.0,1.0,CIMATARIO
4100000.0,107.0,107.0,3.0,2.0,1.0,MILENIO III
1226295.0,151.0,145.0,3.0,3.0,2.0,PASEOS DEL PEDREGAL
1415000.0,100.0,100.0,3.0,2.0,1.0,CUMBRES DEL LAGO
7280000.0,260.0,200.0,4.0,3.0,2.0,SANTIAGO
6200000.0,270.0,200.0,3.0,3.0,3.0,SONTERRA
1350000.0,479.0,456.0,3.0,3.0,0.0,EL SALITRE
3300000.0,123.0,123.0,3.0,1.0,2.0,PALMARES
2380000.0,129.0,83.0,3.0,2.0,2.0,EL CAMPANARIO
5127803.0,109.0,108.0,3.0,2.0,0.0,LAS AZUCENAS
3480000.0,189.0,141.0,4.0,5.0,2.0,SAN MIGUEL
351000.0,203.0,88.0,3.0,3.0,1.0,MISION DE CONCA
1050000.0,60.0,60.0,2.0,1.0,1.0,SANTA ROSA DE JAUREGUI
8900000.0,90.0,90.0,3.0,2.0,1.0,SANTIAGO
1110000.0,358.0,343.0,3.0,5.0,0.0,SANTA MONICA 2A SECC
951300.0,360.0,360.0,5.0,4.0,3.0,VILLAS DEL MESON
376528.0,120.0,80.0,2.0,2.0,1.0,CERRITO COLORADO
867000.0,120.0,90.0,3.0,2.0,2.0,EL VERGEL
964600.0,280.0,260.0,3.0,2.0,2.0,SAN PEDRITO PEÑUELAS I
1850000.0,198.0,120.0,3.0,2.0,2.0,JURIQUILLA
951300.0,150.0,150.0,3.0,3.0,2.0,SANTA MONICA 2A SECC
1120000.0,130.0,130.0,3.0,2.0,2.0,COLINAS DEL CIMATARIO
1369000.0,460.0,460.0,3.0,2.0,3.0,VILLAS DEL MESON
1120000.0,130.0,130.0,3.0,1.0,2.0,COLINAS DEL CIMATARIO
659202.0,80.0,70.0,2.0,2.0,1.0,LOS ROBLES
761000.0,200.0,140.0,4.0,2.0,2.0,MILENIO III
1701770.0,90.0,90.0,3.0,2.0,2.0,CORREGIDORA
1850000.0,198.0,119.0,3.0,3.0,2.0,SAN ISIDRO JURIQUILLA
1080000.0,240.0,158.0,3.0,1.0,2.0,CORREGIDORA
830000.0,220.0,220.0,4.0,2.0,2.0,SAN JAVIER
1964802.0,100.0,60.0,3.0,2.0,1.0,LA AURORA
521991.0,100.0,75.0,2.0,1.0,1.0,SAN PEDRO MARTIR
978000.0,120.0,100.0,3.0,2.0,1.0,EDUARDO LOARCA CASTILLO
1390000.0,100.0,75.0,3.0,2.0,2.0,SANTIAGO
1960000.0,95.0,90.0,3.0,2.0,2.0,CIUDAD DEL SOL
857000.0,110.0,90.0,2.0,2.0,1.0,EL MARQUES
978000.0,120.0,100.0,3.0,2.0,1.0,EDUARDO LOARCA CASTILLO
7500000.0,364.0,270.0,4.0,5.0,2.0,CUMBRES DEL LAGO
3100000.0,148.0,138.0,3.0,2.0,0.0,CUMBRES DEL LAGO
1320000.0,212.0,112.0,3.0,2.0,2.0,JURIQUILLA
3450000.0,153.0,153.0,3.0,0.0,2.0,EL CAMPANARIO
8300000.0,287.0,260.0,3.0,4.0,3.0,EL CAMPANARIO
11000000.0,859.0,0.0,4.0,5.0,3.0,VALLE DE JURIQUILLA
6290000.0,250.0,190.0,3.0,5.0,2.0,MILENIO III
27750000.0,830.0,647.0,4.0,4.0,5.0,EL CAMPANARIO
8990000.0,284.0,275.0,3.0,4.0,3.0,CUMBRES DEL LAGO
761000.0,151.0,151.0,3.0,2.0,2.0,SANTA FE
15700000.0,945.0,415.19,4.0,4.0,3.0,ALTOZANO
3980000.0,276.2,226.69,3.0,2.0,2.0,SAN PEDRITO EL ALTO
4550000.0,294.51,196.91,3.0,3.0,3.0,MISION DE CONCA
13400000.0,436.0,372.0,3.0,3.0,3.0,LA JOYA
6000000.0,357.0,265.5,3.0,4.0,2.0,MILENIO III
3250000.0,142.0,126.0,3.0,2.0,2.0,EL CAMPANARIO
19500000.0,608.0,435.0,3.0,3.0,0.0,JURIQUILLA
7290000.0,245.0,200.0,3.0,3.0,0.0,UNIVERSIDAD
7590000.0,280.0,200.0,3.0,3.0,0.0,JURIQUILLA
8390000.0,290.0,270.0,3.0,3.0,3.0,COLINAS DEL CIMATARIO
9600000.0,311.62,273.0,3.0,3.0,3.0,EL CAMPANARIO
2700000.0,116.0,90.0,3.0,2.0,2.0,JURICA
3500000.0,235.0,131.0,3.0,2.0,2.0,PASEOS DEL PEDREGAL
4400000.0,251.0,201.0,4.0,3.0,3.0,EL CAMPANARIO
2299987.0,168.0,102.0,3.0,2.0,2.0,REFORMA AGRARIA
19700000.0,820.0,711.0,4.0,5.0,3.0,JURIQUILLA
5300000.0,340.0,292.0,3.0,3.0,0.0,SANTA FE
6850000.0,565.0,0.0,3.0,3.0,2.0,JURIQUILLA
19500000.0,557.0,350.0,6.0,7.0,4.0,CENTRO
8750000.0,349.0,323.0,4.0,3.0,3.0,BALCONES DEL ACUEDUCTO
5300000.0,315.0,252.0,4.0,5.0,3.0,LOMAS DE JURIQUILLA
3670000.0,250.0,220.0,3.0,2.0,3.0,EL REFUGIO
